;codici-identificativi.isil;denominazioni.ufficiale;ente;indirizzo.via-piazza;tipologia-amministrativa;tipologia-funzionale;accesso.portatori-handicap;accesso.riservato;Lat;Long;comune
10382;IT-PC0031;Biblioteca Casa dello Studente;;Via Gioia 20;NON SPECIFICATA;NON SPECIFICATA;;;45.0529776;9.6980919;Palermo
10383;IT-PC0032;Biblioteca del Collegio cardinale Giulio Alberoni;Seminario maggiore Collegio Alberoni di Piacenza;Via Emilia Parmense 77;Enti ecclesiastici;Pubblica;;False;45.0357732;9.72558900000001;Cefalù
10384;IT-PC0033;Biblioteca e Archivio capitolare del Duomo;Capitolo del Duomo di Piacenza;Piazza Duomo 33;Enti ecclesiastici;Specializzata;;True;45.0506526;9.6975546;Palermo
10385;IT-PC0034;Biblioteca nazionale Braille Maria Motta;Movimento apostolico ciechi - MAC;Viale Pubblico Passaggio 52;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.0445071;9.6995686;Palermo
10386;IT-PC0036;Biblioteca comunale;Comune di Podenzano;Via Montegrappa, 108;Comune;Pubblica;;False;44.9564590336999;9.68664690674586;Palermo
10387;IT-PC0037;Biblioteca comunale;Comune di Ponte dell'Olio;Via F. Acerbi;Comune;Pubblica;;False;44.8699029;9.6453509;Palermo
10388;IT-PC0038;"Biblioteca comunale ""Villa Raggio""";Comune di Pontenure;Piazza Tre Martiri, 15;Comune;Pubblica;True;False;44.9993170056868;9.7893098582665;Palermo
10389;IT-PC0040;Biblioteca comunale;Comune di Rivergaro;Via Bonistalli, 7;Comune;Pubblica;True;False;44.9129182638992;9.59833421163944;Palermo
10390;IT-PC0041;Biblioteca comunale di San Nicolò;Comune di Rottofreno;Via Dante Alighieri 9;Comune;Pubblica;;False;45.0536707;9.6085458;Palermo
10391;IT-PC0042;Biblioteca comunale;Comune di San Giorgio Piacentino;Via Castello, 6;Comune;Pubblica;;False;44.9545017;9.73815560000003;Cefalù
10392;IT-PC0043;Biblioteca comunale;Comune di Sarmato;Piazza Roma 11;Comune;Pubblica;;False;45.0601038158365;9.49155398710252;Partinico
10393;IT-PC0044;Biblioteca comunale;Comune di Vernasca;Piazza Vittoria 9;Comune;Pubblica;;False;44.7996445;9.8298537;Palermo
10394;IT-PC0045;Biblioteca comunale;Comune di Vigolzone;via Castignoli 2;Comune;Pubblica;;False;44.9109799;9.66782000000001;Alseno
10395;IT-PC0046;Biblioteca comunale;Comune di Villanova sull'Arda;Piazza Marocchi 1;Comune;Pubblica;;False;45.0257949;9.9981342;Bobbio
10396;IT-PC0047;Biblioteca del Convento S. Bernardino;;;Enti ecclesiastici;NON SPECIFICATA;;;45.0101773;9.4637954;Bobbio
10397;IT-PC0050;Biblioteca dei padri Carmelitani Scalzi;;Via Nova 43;NON SPECIFICATA;NON SPECIFICATA;;;45.0507535;9.6876352;Bobbio
10398;IT-PC0051;Biblioteca dell'Istituto delle Orsoline di Maria Immacolata;Orsoline di Maria Immacolata. Suore. Istituto di Piacenza;Via Roma 42;Enti ecclesiastici;Specializzata;;True;45.0529111;9.6963468;Borgonovo Val Tidone
10399;IT-PC0054;Biblioteca del Liceo statale Melchiorre Gioia;Ministero dell'istruzione, dell'università e della ricerca. Liceo statale Melchiorre Gioia;Viale Risorgimento 1;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;45.0550324;9.6968471;Cadeo
10400;IT-PC0055;Biblioteca E. Martini delle Missionarie Scalabriniane di S. Carlo Borromeo;Scalabriniane. Suore. Casa madre e provinciale di Piacenza;Piazza S. Savino 29;Enti ecclesiastici;Specializzata;;True;45.0476089;9.6830051;Caorso
10401;IT-PC0056;Biblioteca dell'Istituto Cristoforo Colombo dei Missionari Scalabriniani di S. Carlo Borromeo;Scalabriniani. Istituto Cristoforo Colombo e Casa Madre di Piacenza;Via F. Torta 14;Enti ecclesiastici;Specializzata;;True;45.0476969;9.6998351;Carpaneto Piacentino
10402;IT-PC0057;Biblioteca del Conservatorio statale di musica Giuseppe Nicolini;Ministero dell'istruzione, dell'università e della ricerca. Conservatorio statale di musica Giuseppe Nicolini;Via Santa Franca, 35;Presidenza del consiglio dei ministri e ministeri;Specializzata;;False;45.0489838;9.6913903;Castel San Giovanni
10403;IT-PC0058;Archivio capitolare di S. Maria Assunta;;Piazzetta don Cagnoni 3;NON SPECIFICATA;NON SPECIFICATA;;;44.8622543;9.8765699;Corte Brugnatella
10404;IT-PC0059;Biblioteca comunale Giovanni Bavagnoli;Comune di Pianello Val Tidone;Via Roma, 23;Comune;Pubblica;;False;44.9474224917398;9.40596392394264;Cortemaggiore
10405;IT-PC0060;Biblioteca del Centro etnografico provinciale;Provincia di Piacenza;Corso Garibaldi 50;Provincia;Specializzata;;False;45.0527016;9.6902898;Cortemaggiore
10406;IT-PC0061;Biblioteca dei Musei civici di Palazzo Farnese;Comune di Piacenza;Piazza Cittadella 29;Comune;Specializzata;True;False;45.05549;9.69531000000006;Fiorenzuola d'Arda
10407;IT-PC0062;Biblioteca comunale Passerini-Landi. Sede decentrata di viale Dante;Comune di Piacenza;Viale Dante Alighieri, 46 ;Comune;Pubblica;True;False;45.0423947;9.6914045;Gossolengo
10408;IT-PC0063;Biblioteca comunale;Comune di Nibbiano;Via Roma 28;Comune;Pubblica;;False;44.9051509;9.3273302;Gragnano Trebbiense
10409;IT-PC0064;Biblioteca comunale;Comune di Morfasso;Via Roma 2;Comune;Pubblica;;False;44.72167;9.704063;Lugagnano Val d'Arda
10410;IT-PC0065;Biblioteca comunale M. Teresa Maestri Del Boca;Comune di Gazzola;Via Roma 1;Comune;Pubblica;;False;44.9638863;9.5505161;Monticelli d'Ongina
10411;IT-PC0066;Biblioteca comunale;Comune di Castelvetro Piacentino;Piazza Biazzi 1;Comune;Pubblica;;False;45.095569;9.98877649999997;Piacenza
10412;IT-PC0067;Biblioteca comunale;Comune di Castell'Arquato;Piazza del Municipio 3;Comune;Pubblica;;False;44.85105;9.86734;Piacenza
10413;IT-PC0068;Biblioteca comunale Passerini-Landi. Sede decentrata Farnesiana;Comune di Piacenza;Galleria del Sole, 34;Comune;Pubblica;True;False;45.037457;9.71443679999993;Piacenza
10414;IT-PC0069;Biblioteca dell'Abbazia di Nostra Signora della Trinità;Benedettini OSB. Abbazia Nostra Signora della Trinità di Morfasso;;Enti ecclesiastici;Specializzata;;True;44.7227267;9.7024277;Piacenza
10415;IT-PC0070;Biblioteca vescovile di Piacenza;Diocesi di Piacenza-Bobbio;Piazza Duomo 33;Enti ecclesiastici;Importante non specializzata;False;False;45.0506526;9.6975546;Piacenza
10416;IT-PC0071;Biblioteca comunale Passerini-Landi. Sezione ragazzi Giana Anguissola;Comune di Piacenza;Vicolo San Pietro 5;Comune;Pubblica;True;False;45.0528582;9.69529599999998;Piacenza
10417;IT-PC0072;Biblioteca comunale;Comune di Gropparello;Piazza Roma 1;Comune;Pubblica;;False;44.8319571;9.7300855;Piacenza
10418;IT-PC0073;Biblioteca dell'Azienda USL di Piacenza;Azienda USL di Piacenza. Ospedale di Piacenza;Via Taverna 49;Aziende ed enti del servizio sanitario nazionale;Specializzata;;False;45.0540546;9.684514;Piacenza
10419;IT-PC0074;Biblioteca dell'Istituto storico della Resistenza e dell'età contemporanea;Istituto storico della Resistenza e dell'Età contemporanea. Sede di Piacenza;Via Roma 23/25;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.0532138;9.69585630000006;Piacenza
10420;IT-PC0075;Biblioteca del Centro di documentazione della Provincia di Piacenza;Provincia di Piacenza;Via Garibaldi 50;Provincia;Specializzata;;True;45.0527016;9.6902898;Piacenza
10421;IT-PC0076;Collezione privata Gian Luigi Olmi;;Via di Porta Acarina 7;NON SPECIFICATA;NON SPECIFICATA;;;44.766387;9.387692;Piacenza
10422;IT-PC0077;Biblioteca Didattica di ingegneria. Sede di Piacenza del Politecnico di Milano;Politecnico di Milano. Facoltà di ingegneria;;Universita' statali;Istituto di insegnamento superiore;;False;45.0482114;9.7003561;Piacenza
10423;IT-PC0078;Biblioteca comunale Pietro Agnelli;Comune di Travo;Via Anguissola;Comune;Pubblica;;False;44.8600079422369;9.54281380978705;Piacenza
10424;IT-PC0079;Biblioteca del Polo territoriale di Piacenza del Politecnico di Milano;Politecnico di Milano;Via Scalabrini 113;Universita' statali;Istituto di insegnamento superiore;;True;45.0482114;9.7003561;Podenzano
10425;IT-PC0080;Biblioteca comunale Corrado Confalonieri;Comune di Calendasco;Via Mazzini 4;Comune;Pubblica;True;False;45.0878845;9.5939989;Ponte dell'Olio
10426;IT-PC0139;Biblioteca comunale Rio Canto;Comune di Piozzano - Associazione Culturale Rio Canto;Piazza dei Tigli, 5;Comune;Pubblica;;False;44.9254686;9.49575709999999;Pontenure
10427;IT-PC0140;Biblioteca della Galleria d'arte moderna Ricci Oddi ;Galleria d'arte moderna Ricci-Oddi;Via San Siro 13;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;True;;45.0490202;9.69207919999997;Rivergaro
10428;IT-PC0141;Biblioteca del Museo civico di Storia Naturale;Museo civico di Storia Naturale;Via Scalabrini 107;Comune;Pubblica;True;False;45.0476302403749;9.70318171045074;Rottofreno
10429;IT-PD0001;BIBLIOTECA CIVICA DI ABANO TERME;Comune di Abano Terme;VIA MATTEOTTI, 71;Comune;Pubblica;True;False;45.3614637;11.7900027;San Giorgio Piacentino
10430;IT-PD0002;Biblioteca dell'Istituto teologico salesiano;;;NON SPECIFICATA;NON SPECIFICATA;;;45.3607303;11.7819537;Sarmato
10431;IT-PD0004;BIBLIOTECA COMUNALE DI AGNA;COMUNE DI AGNA;VIA ROMA, 28;Comune;Pubblica;True;False;45.1697496;11.9573421;Vernasca
10432;IT-PD0005;BIBLIOTECA COMUNALE DI ARRE;COMUNE DI ARRE;VIA ROMA, 96;Comune;Pubblica;True;False;45.2167525;11.9285516;Vigolzone
10433;IT-PD0006;BIBLIOTECA COMUNALE DI ARZERGRANDE;Comune di Arzergrande;VIA ROMA, 104;Comune;Pubblica;True;False;45.2734168;12.0468124;Villanova sull'Arda
10434;IT-PD0007;BIBLIOTECA COMUNALE DI BAGNOLI DI SOPRA;Comune di Bagnoli di Sopra;P.ZZA G. MARCONI, 32;Comune;Pubblica;True;False;45.1851482;11.8813155;Borgonovo Val Tidone
10435;IT-PD0008;Biblioteca pubblica comunale;Comune di Baone;Via Maso 90;Comune;Pubblica;;False;45.2457375;11.6904717;Piacenza
10436;IT-PD0009;BIBLIOTECA COMUNALE DI BATTAGLIA TERME;COMUNE DI BATTAGLIA TERME;PIAZZA LIBERTÀ 1;Comune;Pubblica;True;False;45.2902057;11.7832936;Piacenza
10437;IT-PD0010;BIBLIOTECA COMUNALE MAESTRO LIVIO FERRARI DI BOARA PISANI;COMUNE DI BOARA PISANI;PIAZZA ATHESIA, 3;Comune;Pubblica;False;False;45.1088903;11.7849282;Piacenza
10438;IT-PD0011;BIBLIOTECA COMUNALE DI BORGORICCO;COMUNE DI BORGORICCO;VIALE EUROPA, 10;Comune;Pubblica;True;False;45.5336507;11.9688213;Piacenza
10439;IT-PD0012;BIBLIOTECA COMUNALE DI BOVOLENTA;Comune di Bovolenta;VIA G. MAZZINI, 17;Comune;Pubblica;False;False;45.26895;11.9405362;Piacenza
10440;IT-PD0013;BIBLIOTECA COMUNALE DI BRUGINE;COMUNE DI BRUGINE;PIAZZA UNGHERIA, 16;Comune;Pubblica;True;False;45.2984118;11.9928487;Piacenza
10441;IT-PD0015;BIBLIOTECA COMUNALE DI CAMPO SAN MARTINO;COMUNE DI CAMPO SAN MARTINO;VIA DE GASPERI, 47;Comune;Pubblica;True;False;45.5516534;11.8349879;Castell'Arquato
10442;IT-PD0016;BIBLIOTECA COMUNALE DI CAMPODORO;COMUNE DI CAMPODORO;VIA MUNICIPIO, 2;Comune;Pubblica;True;False;45.4931725;11.7516483;Pianello Val Tidone
10443;IT-PD0017;Biblioteca dei Santuari antoniani;Frati minori Conventuali. Convento SS. Giovanni e Antonio di Camposampiero;Via S. Antonio 6;Enti ecclesiastici;Importante non specializzata;;True;45.57348;11.930696;Piacenza
10444;IT-PD0018;BIBLIOTECA CIVICA DI CAMPOSAMPIERO;COMUNE DI CAMPOSAMPIERO;VIA TISO, 12;Comune;Pubblica;True;False;45.5704696;11.9340114;Piacenza
10445;IT-PD0021;BIBLIOTECA COMUNALE DI CARCERI;COMUNE DI CARCERI;VIA ROMA, 22/A;Comune;Pubblica;;False;45.187515;11.629905;Piacenza
10446;IT-PD0022;BIBLIOTECA COMUNALE DI CARMIGNANO DI BRENTA;COMUNE DI CARMIGNANO DI BRENTA;PIAZZA GUGLIELMO MARCONI, 1;Comune;Pubblica;True;False;0.0;0.0;Nibbiano
10447;IT-PD0023;BIBLIOTECA COMUNALE DI DUE CARRARE;COMUNE DI DUE CARRARE;VIA ROMA 74;Comune;Pubblica;True;False;45.3499058;11.8684351;Morfasso
10448;IT-PD0024;BIBLIOTECA COMUNALE DI CARTURA;Comune di Cartura;PIAZZA ALCIDE DE GASPERI, 7;Comune;Pubblica;True;False;45.2671151;11.8634304;Gazzola
10449;IT-PD0025;BIBLIOTECA COMUNALE DI CASALE DI SCODOSIA;COMUNE DI CASALE DI SCODOSIA;PIAZZA G. MATTEOTTI, 50;Comune;Pubblica;True;False;45.1879777;11.4664653;Castelvetro Piacentino
10450;IT-PD0026;BIBLIOTECA COMUNALE CENTRO CULTURALE DI CASALSERUGO;COMUNE  DI CASALSERUGO;VIA ROMA;Comune;Pubblica;True;False;45.3163885;11.9126736;Castell'Arquato
10451;IT-PD0028;BIBLIOTECA COMUNALE DI CERVARESE SANTA CROCE;COMUNE DI CERVARESE SANTA CROCE;VIA MONTEMERLO 1;Comune;Pubblica;True;False;45.4014559;11.7286636;Piacenza
10452;IT-PD0030;BIBLIOTECA CIVICA DI CITTADELLA;Comune di Cittadella;BORGO TREVISO 3;Comune;Pubblica;True;False;45.649475;11.787862;Morfasso
10453;IT-PD0031;BIBLIOTECA COMUNALE DI CODEVIGO;Comune di Codevigo;VIA DEI CARRARESI, 1;Comune;Pubblica;True;False;45.2686887;12.0962014;Piacenza
10454;IT-PD0032;BIBLIOTECA COMUNALE DI CONSELVE;COMUNE DI CONSELVE;PIAZZA DANTE, 3;Comune;Pubblica;True;False;45.232015;11.875162;Piacenza
10455;IT-PD0037;BIBLIOTECA COMUNALE DI CORREZZOLA;Comune di Correzzola;CORTE BENEDETTINA;Comune;Pubblica;True;False;45.2362777;12.0687592;Gropparello
10456;IT-PD0038;BIBLIOTECA COMUNALE DI CURTAROLO;COMUNE DI CURTAROLO;PIAZZA MARTIRI DELLA LIBERTÀ 7;Comune;Pubblica;True;False;45.4721968;11.847399;Piacenza
10457;IT-PD0040;Biblioteca del Gabinetto di lettura;Società Gabinetto di lettura;Piazza Maggiore 12;Accademie, associazioni, fondazioni, istituti (pubblici);Importante non specializzata;;False;45.2279275;11.6560199;Piacenza
10458;IT-PD0041;BIBLIOTECA COMUNALE DI FONTANIVA;COMUNE DI FONTANIVA;PIAZZA UMBERTO I°, 1;Comune;Pubblica;True;False;45.6362791;11.7540825;Piacenza
10459;IT-PD0042;BIBLIOTECA COMUNALE DI GALLIERA VENETA;COMUNE DI GALLIERA VENETA;VIA ROMA, 184 B;Comune;Pubblica;True;False;45.6627729;11.8300179;Bobbio
10460;IT-PD0046;BIBLIOTECA COMUNALE DI GRANZE;COMUNE DI GRANZE;VIA DELLA LIBERTÀ, 36;Comune;Pubblica;True;False;45.15472;11.71327;Piacenza
10461;IT-PD0047;BIBLIOTECA COMUNALE DI LEGNARO;Comune di Legnaro;VIA ROMA 34;Comune;Pubblica;True;False;45.341865;11.963474;Travo
10462;IT-PD0048;BIBLIOTECA COMUNALE DI LIMENA;Comune di Limena;VIA BEATO ARNALDO DA LIMENA, 52;Comune;Pubblica;True;False;45.4731743;11.8445103;Piacenza
10463;IT-PD0049;BIBLIOTECA COMUNALE DI LOREGGIA;COMUNE DI LOREGGIA;VIA PALLADIO;Comune;Pubblica;True;False;45.5912782;11.9429945;Calendasco
10464;IT-PD0051;BIBLIOTECA COMUNALE DI MASERA' DI PADOVA;COMUNE DI MASERA' DI PADOVA;PIAZZA MUNICIPIO, 41;Comune;Pubblica;True;False;45.3210943;11.8634605;Piozzano
10465;IT-PD0056;BIBLIOTECA CIVICA DI MESTRINO;COMUNE DI MESTRINO;PIAZZA IV NOVEMBRE 30;Comune;Pubblica;True;False;45.443168;11.757984;Piacenza
10466;IT-PD0059;BIBLIOTECA DI MONTAGNANA PROF. F. GAMBARIN;COMUNE DI MONTAGNANA;PIAZZA TRIESTE, 14 - CASTEL SAN ZENO;Comune;Pubblica;False;False;45.2309564;11.468457;Piacenza
10467;IT-PD0060;BIBLIOTECA CIVICA DI MONTEGROTTO TERME;COMUNE DI MONTEGROTTO TERME;VIA SCAVI, 19;Comune;Pubblica;True;False;45.3302307;11.7925522;Abano Terme
10468;IT-PD0061;BIBLIOTECA COMUNALE DI NOVENTA PADOVANA;COMUNE DI NOVENTA PADOVANA;VIA ROMA, 20;Comune;Pubblica;True;False;45.4156132;11.952881;Abano Terme
10469;IT-PD0062;BIBLIOTECA COMUNALE DI OSPEDALETTO EUGANEO;Comune di Ospedaletto Euganeo;PIAZZA GIUSEPPE PARINI, 2;Comune;Pubblica;False;False;45.2226386;11.6069185;Agna
10470;IT-PD0070;Biblioteca dell'Archivio di Stato di Padova;Ministero dei beni e delle attività culturali e del turismo. Archivio di Stato di Padova;Via dei Colli 24;Direzione generale Archivi;Specializzata;True;False;45.397401121953;11.8351460978699;Arre
10471;IT-PD0071;Biblioteca dell'Accademia galileiana di scienze, lettere ed arti;Accademia galileiana di scienze, lettere ed arti di Padova;Via Accademia 7;Accademie, associazioni, fondazioni, istituti (pubblici);Pubblica;;False;45.4075251;11.8708659;Arzergrande
10472;IT-PD0073;Biblioteca del Seminario vescovile di Padova - della Facoltà teologica del Triveneto - dell'Istituto filosofico Aloisianum;Seminario Vescovile di Padova;Via Seminario, 29;Enti ecclesiastici;Istituto di insegnamento superiore;True;False;45.4006374;11.8722001;Bagnoli di Sopra
10473;IT-PD0077;Biblioteca del Monumento Nazionale Abbazia di S. Giustina;Ministero dei beni e delle attività culturali e del turismo. Biblioteca del Monumento nazionale Abbazia di S. Giustina;Via Giuseppe Ferrari, 2/a;Direzione Generale Biblioteche e Istituti Culturali;Specializzata;True;False;45.3963968;11.8803318;Baone
10474;IT-PD0078;Biblioteca del Gabinetto di lettura;Gabinetto di lettura;Piazza dell'Insurrezione 28 aprile 1945  4;Accademie, associazioni, fondazioni, istituti (pubblici);Importante non specializzata;;True;45.409709;11.875168;Battaglia Terme
10475;IT-PD0080;Biblioteca del Centro studi e formazione sociale Fondazione Emanuela Zancan;Fondazione Zancan;Via Vescovado 66;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.4056389;11.8693527;Boara Pisani
10476;IT-PD0082;Biblioteca del Centro sociale Madonna Pellegrina;Centro sociale Madonna Pellegrina;Via F.G. d'Acquapendente 56;Accademie, associazioni, fondazioni, istituti, societa' (privati);Importante non specializzata;;False;45.3887707;11.8803702;Borgoricco
10477;IT-PD0083;Biblioteca del Centro di cinematografia scientifica ed audiovisivi dell'Università degli studi di Padova;Università degli studi di Padova. Centro di cinematografia scientifica ed audiovisivi;Lungargine del Piovego 1;Universita' statali;Istituto di insegnamento superiore;;True;45.4101252;11.8929513;Bovolenta
10478;IT-PD0086;Biblioteca del Centro giovanile S. Giustina;Parrocchia di S. Giustina;Via G. Ferrari 2/A;Enti ecclesiastici;Pubblica;;False;45.3963968;11.8803318;Brugine
10479;IT-PD0087;Biblioteca del Convento dei frati Cappuccini;Frati minori Cappuccini. Convento della Trasfigurazione di Padova;Piazza S. Croce 44;Enti ecclesiastici;Importante non specializzata;;True;45.3921018;11.8708182;Campo San Martino
10480;IT-PD0090;BIBLIOTECA CIVICA DI PADOVA;Comune di Padova;VIA ALTINATE, 71;Comune;Pubblica;True;False;45.4082764;11.8817341;Campodoro
10481;IT-PD0093;Biblioteca Capitolare;Amplissimo Capitolo della Cattedrale;Via Dietro Duomo, 15;Enti ecclesiastici;Importante non specializzata;True;False;45.4063326;11.8707706;Camposampiero
